KOI Name,Set
K04094.01,Train
K06974.01,Train
K04741.01,Train
K06975.01,Train
K08153.01,Train
K04005.01,Test
K01985.01,Unlabeled
K06976.01,Test
K06977.01,Test
K06978.01,Unlabeled
K04306.01,Train
K00904.01,Train
K00904.02,Train
K00904.03,Train
K00904.04,Train
K00904.05,Train
K03298.01,Train
K06051.01,Train
K05481.01,Train
K06979.01,Test
K06980.01,Unlabeled
K00318.01,Test
K01015.01,Test
K01015.02,Train
K01015.03,Unlabeled
K05482.01,Unlabeled
K01858.01,Train
K00688.01,Train
K06982.01,Train
K00521.01,Unlabeled
K00521.02,Unlabeled
K01712.01,Train
K02116.01,Train
K02073.01,Train
K02073.02,Train
K02073.03,Train
K01810.01,Train
K02105.01,Train
K06983.01,Unlabeled
K06052.01,Train
K06053.01,Test
K01867.01,Train
K01867.02,Train
K01867.03,Test
K02209.01,Train
K02209.02,Unlabeled
K06054.01,Test
K01017.01,Train
K02139.01,Test
K02720.01,Unlabeled
K00960.01,Train
K01016.01,Train
K03624.01,Train
K04196.01,Train
K07869.01,Test
K02359.01,Train
K05483.01,Train
K01741.01,Test
K00905.01,Train
K07870.01,Unlabeled
K03255.01,Train
K06986.01,Train
K01018.01,Test
K02480.01,Unlabeled
K02781.01,Test
K00018.01,Train
K03058.01,Train
K00572.01,Train
K00572.02,Test
K06988.01,Train
K06989.01,Train
K06990.01,Train
K04634.01,Unlabeled
K05485.01,Unlabeled
K01746.01,Train
K05486.01,Unlabeled
K03074.01,Train
K06175.01,Train
K07871.01,Train
K03123.01,Unlabeled
K02762.01,Train
K07872.01,Train
K06991.01,Test
K06992.01,Train
K03405.01,Train
K02593.01,Test
K02593.02,Unlabeled
K04838.01,Unlabeled
K04838.02,Unlabeled
K04838.03,Unlabeled
K01064.01,Unlabeled
K01920.01,Train
K01920.02,Unlabeled
K02133.01,Train
K02133.02,Test
K00419.01,Train
K07873.01,Unlabeled
K04098.01,Unlabeled
K01069.01,Train
K01069.02,Train
K01767.01,Train
K05488.01,Train
K01910.01,Train
K01910.02,Unlabeled
K08154.01,Train
K00906.01,Train
K00906.02,Train
K00906.03,Train
K06993.01,Unlabeled
K06994.01,Unlabeled
K02826.01,Test
K06995.01,Train
K02238.01,Train
K01072.01,Train
K01713.01,Test
K01713.02,Train
K06055.01,Train
K07874.01,Test
K03494.01,Unlabeled
K06996.01,Train
K04834.01,Unlabeled
K02140.01,Train
K03302.01,Train
K06997.01,Train
K02347.01,Train
K06998.01,Train
K03826.01,Train
K01809.01,Train
K01809.02,Train
K06999.01,Train
K01070.01,Train
K01070.02,Train
K03020.01,Unlabeled
K05493.01,Train
K01726.01,Test
K01065.01,Train
K07875.01,Unlabeled
K07000.01,Train
K02952.01,Train
K03545.01,Train
K01071.01,Train
K07001.01,Test
K07876.01,Train
K01067.01,Test
K00907.01,Train
K00907.02,Train
K00907.03,Train
K00907.04,Train
K02569.01,Unlabeled
K02344.01,Train
K07002.01,Unlabeled
K00061.01,Test
K04164.01,Test
K05495.01,Train
K00908.01,Train
K03652.01,Test
K00909.01,Train
K02573.01,Unlabeled
K07003.01,Unlabeled
K01986.01,Train
K01986.02,Unlabeled
K01063.01,Train
K03870.01,Test
K00286.01,Train
K02935.01,Unlabeled
K03888.01,Train
K01066.01,Unlabeled
K02085.01,Train
K07877.01,Test
K02144.01,Test
K02174.01,Unlabeled
K02174.02,Unlabeled
K02174.03,Unlabeled
K02174.04,Unlabeled
K01073.01,Train
K07004.01,Train
K07878.01,Unlabeled
K02822.01,Unlabeled
K03581.01,Train
K03338.01,Train
K03338.02,Train
K01068.01,Train
K03655.01,Train
K04037.01,Unlabeled
K06177.01,Train
K00522.01,Unlabeled
K01731.01,Unlabeled
K01731.02,Train
K01820.01,Train
K01820.02,Test
K04799.01,Unlabeled
K01150.01,Test
K04435.01,Unlabeled
K01130.01,Train
K01151.01,Train
K01151.02,Test
K01151.03,Train
K01151.04,Unlabeled
K01151.05,Unlabeled
K02193.01,Train
K04015.01,Train
K07007.01,Unlabeled
K07008.01,Test
K07009.01,Train
K05498.01,Train
K07010.01,Train
K01142.01,Test
K00260.01,Train
K00260.02,Train
K00260.03,Test
K08274.01,Train
K07011.01,Train
K04593.01,Train
K07012.01,Train
K07879.01,Train
K03631.01,Test
K01147.01,Test
K07013.01,Train
K03301.01,Unlabeled
K03732.01,Train
K01144.01,Test
K07014.01,Train
K07015.01,Test
K08155.01,Train
K04436.01,Test
K03761.01,Train
K07880.01,Unlabeled
K07016.01,Train
K07017.01,Train
K01143.01,Test
K01145.01,Unlabeled
K07018.01,Train
K07019.01,Train
K04846.01,Train
K04846.02,Unlabeled
K02293.01,Unlabeled
K00175.01,Test
K03767.01,Train
K04393.01,Unlabeled
K02680.01,Test
K08275.01,Unlabeled
K04390.01,Unlabeled
K01132.01,Train
K07020.01,Train
K03318.01,Unlabeled
K03318.02,Unlabeled
K04567.01,Unlabeled
K04567.02,Unlabeled
K01137.01,Train
K00573.01,Train
K00573.02,Test
K02385.01,Train
K07021.01,Train
K04399.01,Unlabeled
K07881.01,Test
K01141.01,Train
K04763.01,Unlabeled
K00122.01,Train
K01146.01,Train
K00420.01,Train
K04711.01,Unlabeled
K06178.01,Unlabeled
K00574.01,Train
K00574.02,Train
K03424.01,Train
K07022.01,Test
K02929.01,Test
K00127.01,Train
K04667.01,Unlabeled
K04854.01,Unlabeled
K02982.01,Unlabeled
K00689.01,Train
K07023.01,Unlabeled
K06056.01,Test
K07024.01,Train
K07882.01,Unlabeled
K05508.01,Train
K03722.01,Train
K00575.01,Test
K07025.01,Train
K01879.01,Train
K06179.01,Unlabeled
K07883.01,Test
K01133.01,Train
K07026.01,Train
K00615.01,Train
K04007.01,Unlabeled
K01139.01,Train
K07027.01,Train
K07028.01,Train
K03268.01,Unlabeled
K07029.01,Test
K02507.01,Unlabeled
K02468.01,Train
K05510.01,Train
K02145.01,Test
K07030.01,Train
K04017.01,Test
K07031.01,Test
K01136.01,Train
K07884.01,Unlabeled
K07032.01,Unlabeled
K00152.01,Train
K00152.02,Train
K00152.03,Test
K00152.04,Train
K00116.01,Train
K00116.02,Train
K00116.03,Train
K00116.04,Test
K05512.01,Unlabeled
K01733.01,Unlabeled
K04407.01,Unlabeled
K01135.01,Train
K01140.01,Unlabeled
K04772.01,Unlabeled
K04772.03,Train
K07033.01,Train
K03404.01,Train
K00690.01,Train
K02291.01,Unlabeled
K01148.01,Train
K01148.02,Train
K07034.01,Train
K07035.01,Train
K07036.01,Train
K00910.01,Test
K01134.01,Train
K01134.02,Train
K05513.01,Train
K02730.01,Train
K01138.01,Train
K07037.01,Train
K04441.01,Train
K04693.01,Train
K07038.01,Train
K03497.01,Train
K01914.01,Train
K07885.01,Train
K02624.01,Test
K02965.01,Test
K07039.01,Train
K02511.01,Test
K04449.01,Test
K05515.01,Unlabeled
K04603.01,Unlabeled
K03873.01,Test
K03078.01,Unlabeled
K05516.01,Train
K03833.01,Test
K01131.01,Unlabeled
K04153.01,Unlabeled
K05518.01,Train
K08156.01,Unlabeled
K07886.01,Train
K03197.01,Unlabeled
K07041.01,Unlabeled
K01769.01,Train
K07042.01,Train
K07043.01,Train
K00236.01,Train
K01776.01,Test
K07044.01,Train
K04565.01,Train
K01254.01,Unlabeled
K00102.01,Unlabeled
K00102.02,Train
K06057.01,Train
K03863.01,Train
K04356.01,Train
K01730.01,Train
K07887.01,Test
K01253.01,Test
K02529.01,Train
K02529.02,Test
K00576.01,Train
K00245.01,Train
K00245.02,Train
K07045.01,Unlabeled
K07046.01,Train
K00691.01,Unlabeled
K00691.02,Train
K04386.01,Unlabeled
K05521.01,Train
K02402.01,Train
K04254.01,Train
K03905.01,Test
K04206.01,Train
K04596.01,Train
K07888.01,Unlabeled
K07047.01,Train
K01248.01,Train
K07889.01,Unlabeled
K00911.01,Train
K00911.02,Train
K00234.01,Train
K03555.01,Train
K02016.01,Test
K04437.01,Train
K04505.01,Unlabeled
K00370.01,Test
K00370.02,Train
K01255.01,Test
K03685.01,Train
K03685.02,Train
K02204.01,Unlabeled
K02389.01,Train
K05524.01,Train
K02362.01,Train
K02362.02,Train
K07048.01,Train
K00912.01,Train
K00912.02,Train
K02094.01,Unlabeled
K02094.02,Train
K00138.01,Test
K05527.01,Train
K04300.01,Test
K04299.01,Train
K07890.01,Train
K07049.01,Train
K01280.01,Test
K02992.01,Unlabeled
K05529.01,Train
K06181.01,Train
K07050.01,Train
K01267.01,Test
K04093.01,Train
K07891.01,Test
K04083.01,Train
K07051.01,Train
K08157.01,Unlabeled
K07892.01,Unlabeled
K01975.01,Train
K07052.01,Test
K03759.01,Test
K02466.01,Train
K02466.02,Train
K00913.01,Train
K07893.01,Train
K03073.01,Unlabeled
K01266.01,Train
K02658.01,Unlabeled
K00914.01,Unlabeled
K07053.01,Train
K07054.01,Train
K01277.01,Test
K01265.01,Train
K03941.01,Train
K05542.01,Test
K01792.01,Train
K01792.02,Test
K01792.03,Train
K07055.01,Train
K07056.01,Train
K00005.01,Unlabeled
K03315.01,Train
K07894.01,Unlabeled
K02027.01,Train
K07895.01,Train
K00692.01,Test
K00692.02,Train
K00577.01,Unlabeled
K00577.02,Train
K02488.01,Train
K03697.01,Test
K00139.01,Train
K00139.02,Train
K07057.01,Train
K07058.01,Train
K07896.01,Test
K01249.01,Train
K05543.01,Unlabeled
K02969.01,Train
K01263.01,Train
K07059.01,Train
K07897.01,Test
K03450.01,Train
K00961.01,Train
K00961.02,Train
K00961.03,Train
K05544.01,Train
K02346.01,Test
K01270.01,Train
K01270.02,Train
K02022.01,Train
K02022.02,Train
K03890.01,Unlabeled
K00578.01,Train
K07060.01,Test
K07898.01,Train
K07062.01,Train
K02436.01,Test
K04263.01,Train
K02459.01,Train
K04610.01,Train
K04337.01,Train
K07063.01,Train
K02023.01,Unlabeled
K06058.01,Train
K06059.01,Test
K03111.01,Unlabeled
K03111.02,Unlabeled
K07064.01,Train
K02330.01,Train
K01275.01,Train
K07899.01,Train
K03861.01,Train
K08158.01,Train
K03668.01,Test
K03518.01,Train
K06182.01,Unlabeled
K07065.01,Train
K07900.01,Train
K06183.01,Train
K02181.01,Unlabeled
K02123.01,Unlabeled
K07066.01,Train
K00915.01,Train
K07067.01,Train
K08159.01,Train
K08159.02,Unlabeled
K01278.01,Train
K01278.02,Test
K01278.03,Train
K01278.04,Train
K01278.05,Train
K07068.01,Train
K02931.01,Train
K02185.01,Train
K02414.01,Train
K02414.02,Train
K02111.01,Train
K02111.02,Train
K01264.01,Train
K07069.01,Unlabeled
K02263.01,Unlabeled
K02263.02,Train
K02263.03,Unlabeled
K00579.01,Test
K00579.02,Train
K01251.01,Test
K02945.01,Unlabeled
K08160.01,Train
K07070.01,Train
K03267.01,Unlabeled
K03753.01,Train
K01250.01,Train
K07071.01,Train
K00461.01,Train
K03682.01,Test
K01816.01,Unlabeled
K07072.01,Unlabeled
K07073.01,Unlabeled
K04701.01,Train
K03285.01,Test
K01859.01,Train
K00580.01,Train
K04775.01,Unlabeled
K03434.01,Unlabeled
K01279.01,Test
K01279.02,Train
K04580.01,Unlabeled
K00916.01,Test
K01258.01,Train
K01258.02,Train
K01258.03,Unlabeled
K08161.01,Train
K01271.01,Unlabeled
K02503.01,Unlabeled
K02453.01,Unlabeled
K03498.01,Train
K03349.01,Train
K03946.01,Train
K02656.01,Unlabeled
K04478.01,Unlabeled
K08276.01,Unlabeled
K07902.01,Train
K02700.01,Unlabeled
K00137.01,Train
K00137.02,Train
K00137.03,Test
K03384.01,Unlabeled
K03384.02,Test
K05552.01,Unlabeled
K05553.01,Unlabeled
K04311.01,Train
K04041.01,Test
K07595.01,Train
K01754.01,Unlabeled
K03841.01,Train
K04562.01,Train
K04562.02,Train
K04458.01,Unlabeled
K01953.01,Train
K06186.01,Test
K00917.01,Train
K06060.01,Test
K03538.01,Train
K00068.01,Train
K00918.01,Train
K08277.01,Unlabeled
K02544.01,Train
K07903.01,Unlabeled
K01261.01,Train
K01261.02,Unlabeled
K01782.01,Train
K01891.01,Test
K01891.02,Train
K02340.01,Test
K02865.01,Train
K08162.01,Train
K00319.01,Unlabeled
K01629.01,Train
K00374.01,Train
K00919.01,Train
K04066.01,Unlabeled
K07904.01,Train
K02749.01,Test
K00920.01,Train
K00921.01,Train
K00921.02,Test
K00921.03,Train
K01893.01,Test
K07075.01,Train
K00172.01,Test
K00172.02,Train
K07076.01,Unlabeled
K04027.01,Test
K03042.01,Unlabeled
K06061.01,Train
K07077.01,Train
K04170.01,Train
K00320.01,Test
K01283.01,Train
K04523.01,Unlabeled
K07078.01,Train
K07905.01,Unlabeled
K06187.01,Train
K02758.01,Unlabeled
K07906.01,Train
K07907.01,Train
K01262.01,Train
K00287.01,Test
K08163.01,Unlabeled
K03019.01,Unlabeled
K03019.02,Unlabeled
K07079.01,Train
K00105.01,Train
K07908.01,Train
K05563.01,Unlabeled
K05564.01,Train
K03716.01,Train
K03716.02,Train
K03506.01,Train
K07081.01,Train
K03527.01,Train
K02842.01,Train
K02842.02,Train
K02842.03,Train
K07082.01,Train
K01252.01,Train
K07083.01,Train
K03157.01,Train
K00693.01,Train
K00693.02,Test
K03432.01,Test
K07084.01,Test
K08164.01,Test
K05566.01,Unlabeled
K04251.01,Unlabeled
K05567.01,Train
K01281.01,Unlabeled
K08165.01,Train
K08166.01,Test
K08166.02,Test
K05568.01,Train
K02475.01,Train
K07085.01,Train
K05569.01,Train
K08167.01,Test
K07909.01,Train
K02017.01,Train
K07086.01,Test
K07910.01,Train
K03125.01,Train
K01257.01,Train
K04730.01,Unlabeled
K00321.01,Train
K00321.02,Train
K02473.01,Train
K02473.03,Train
K07911.01,Train
K02552.01,Train
K01269.01,Train
K03006.01,Unlabeled
K07087.01,Train
K02841.01,Unlabeled
K02963.01,Train
K02963.02,Unlabeled
K03524.01,Train
K07088.01,Unlabeled
K07912.01,Test
K03891.01,Unlabeled
K01260.01,Train
K08168.01,Train
K05571.01,Train
K01904.01,Test
K07089.01,Test
K04301.01,Train
K04301.02,Unlabeled
K00462.01,Test
K07090.01,Train
K03741.01,Train
K03741.02,Train
K03741.03,Train
K03741.04,Test
K03653.01,Train
K03929.01,Train
K07091.01,Train
K02956.01,Train
K01247.01,Train
K00694.01,Train
K02000.01,Train
K04904.01,Unlabeled
K02659.01,Test
K01276.01,Unlabeled
K01276.02,Unlabeled
K01853.01,Train
K02159.01,Unlabeled
K02159.02,Test
K02039.01,Unlabeled
K02039.02,Train
K00695.01,Train
K01273.01,Train
K00523.01,Train
K00523.02,Test
K04588.01,Unlabeled
K07093.01,Test
K08169.01,Train
K04811.01,Unlabeled
K03481.01,Unlabeled
K08170.01,Train
K01268.01,Unlabeled
K08171.01,Train
K08172.01,Train
K00581.01,Train
K00581.02,Test
K01282.01,Train
K06188.01,Train
K07095.01,Train
K07096.01,Train
K01259.01,Test
K03968.01,Train
K00081.01,Train
K05575.01,Test
K03347.01,Unlabeled
K03266.01,Train
K01850.01,Train
K00922.01,Train
K03052.01,Unlabeled
K03052.02,Unlabeled
K03801.01,Unlabeled
K01821.01,Train
K08173.01,Train
K02508.01,Train
K02421.01,Unlabeled
K02421.02,Unlabeled
K07097.01,Train
K00044.01,Train
K00463.01,Train
K07098.01,Train
K01734.01,Train
K02985.01,Train
K07100.01,Unlabeled
K07101.01,Train
K01256.01,Train
K03886.01,Train
K00042.01,Test
K02074.01,Train
K03541.01,Unlabeled
K03927.01,Train
K07102.01,Test
K07598.01,Train
K03539.01,Train
K00696.01,Unlabeled
K02968.01,Unlabeled
K07913.01,Test
K08278.01,Train
K08174.01,Unlabeled
K01404.01,Test
K01404.02,Unlabeled
K00697.01,Train
K07103.01,Train
K07104.01,Train
K07105.01,Train
K07914.01,Train
K03493.01,Unlabeled
K07915.01,Unlabeled
K07106.01,Unlabeled
K03490.01,Test
K02595.01,Train
K02595.02,Test
K00923.01,Test
K03822.01,Train
K02868.01,Train
K02789.01,Train
K02611.01,Train
K02650.01,Train
K02650.02,Train
K00464.01,Test
K00464.02,Train
K04269.01,Unlabeled
K04269.02,Train
K07107.01,Train
K00698.01,Train
K05581.01,Train
K02224.01,Train
K02688.01,Test
K03336.01,Train
K01844.01,Train
K00132.01,Train
K02641.01,Unlabeled
K03106.01,Train
K05582.01,Train
K03473.01,Unlabeled
K03789.01,Train
K07108.01,Train
K00699.01,Test
K03850.01,Test
K02230.01,Test
K01414.01,Train
K04009.01,Test
K04009.02,Unlabeled
K00524.01,Unlabeled
K05584.01,Train
K01395.01,Unlabeled
K03754.01,Train
K01394.01,Test
K04668.01,Unlabeled
K07109.01,Train
K04758.01,Train
K05586.01,Train
K05587.01,Test
K04784.01,Train
K07110.01,Train
K02517.01,Train
K00322.01,Train
K01387.01,Train
K03849.01,Unlabeled
K02972.01,Unlabeled
K02972.02,Test
K02038.01,Train
K02038.02,Train
K02038.03,Train
K02038.04,Test
K01412.01,Test
K04099.01,Unlabeled
K00924.01,Unlabeled
K06062.01,Train
K01383.01,Test
K07112.01,Unlabeled
K07916.01,Train
K04332.01,Train
K07113.01,Train
K07114.01,Train
K04471.01,Train
K02048.01,Train
K07115.01,Train
K06189.01,Train
K01391.01,Test
K07116.01,Unlabeled
K02253.01,Train
K04805.01,Train
K07917.01,Train
K00700.01,Train
K00700.02,Train
K00700.03,Test
K00700.04,Train
K02233.01,Train
K01384.01,Train
K00159.01,Test
K00159.02,Train
K02286.01,Train
K04782.02,Unlabeled
K03227.01,Test
K01874.01,Train
K01874.02,Test
K06190.01,Train
K04664.01,Train
K07120.01,Test
K01389.01,Train
K00701.01,Train
K00701.02,Train
K00701.03,Train
K00701.04,Train
K00701.05,Train
K03196.01,Unlabeled
K03196.02,Unlabeled
K02319.01,Unlabeled
K07121.01,Train
K02169.01,Test
K02169.02,Unlabeled
K02169.03,Unlabeled
K02169.04,Unlabeled
K01413.01,Train
K01413.02,Test
K01413.03,Train
K04795.01,Train
K07122.01,Train
K07123.01,Train
K03283.02,Unlabeled
K00466.01,Test
K02768.03,Unlabeled
K04585.01,Train
K04014.01,Unlabeled
K02530.01,Train
K05597.01,Unlabeled
K08279.01,Unlabeled
K01616.01,Train
K00925.01,Train
K01630.01,Unlabeled
K05600.01,Unlabeled
K02604.01,Unlabeled
K03088.01,Unlabeled
K00582.01,Train
K00582.02,Train
K00582.03,Train
K07919.01,Test
K04733.01,Unlabeled
K02175.01,Train
K02175.02,Train
K07124.01,Train
K07124.02,Train
K07125.01,Unlabeled
K03596.01,Train
K00043.01,Train
K03680.01,Unlabeled
K05602.01,Train
K02564.01,Train
K02564.02,Unlabeled
K04266.01,Train
K03428.01,Train
K03510.01,Train
K07126.01,Train
K01892.01,Unlabeled
K03316.01,Train
K04520.01,Unlabeled
K00134.01,Train
K01402.01,Test
K01392.01,Train
K01993.01,Train
K07920.01,Unlabeled
K01988.01,Train
K05605.01,Unlabeled
K06063.01,Train
K00146.01,Train
K07127.01,Train
K05606.01,Test
K03799.01,Train
K05607.01,Train
K03751.01,Test
K00702.01,Train
K03008.01,Train
K00023.01,Train
K02257.01,Train
K02257.02,Unlabeled
K01933.01,Test
K04198.01,Train
K08175.01,Train
K00583.01,Train
K02981.01,Train
K00926.01,Train
K07921.01,Test
K07922.01,Train
K04731.01,Test
K07128.01,Train
K03249.01,Train
K07923.01,Unlabeled
K01631.01,Train
K08176.01,Train
K03393.01,Train
K04060.01,Unlabeled
K02367.01,Unlabeled
K07924.01,Unlabeled
K04052.01,Train
K04193.01,Unlabeled
K02716.01,Train
K02716.02,Unlabeled
K06191.01,Unlabeled
K06191.02,Unlabeled
K07130.01,Train
K08177.01,Train
K04779.01,Train
K00927.01,Train
K03809.01,Train
K07131.01,Unlabeled
K07132.01,Train
K07925.01,Unlabeled
K07133.01,Unlabeled
K04125.01,Train
K01399.01,Unlabeled
K04500.01,Test
K04500.02,Unlabeled
K04500.03,Unlabeled
K07134.01,Train
K07926.01,Train
K05614.01,Train
K06192.01,Train
K01915.01,Test
K01915.02,Train
K05615.01,Train
K02470.01,Train
K02833.01,Unlabeled
K03607.01,Train
K00016.01,Train
K04839.01,Unlabeled
K02042.01,Unlabeled
K02256.01,Test
K08178.01,Test
K01865.01,Train
K00421.01,Test
K05617.01,Train
K03425.01,Unlabeled
K03425.02,Unlabeled
K03425.03,Unlabeled
K07927.01,Train
K07135.01,Train
K00525.01,Train
K03087.01,Test
K03087.02,Test
K06193.01,Train
K00323.01,Train
K00928.01,Unlabeled
K05622.01,Train
K00929.01,Train
K00929.02,Unlabeled
K05623.01,Train
K07928.01,Unlabeled
K01386.01,Train
K06194.01,Unlabeled
K00584.01,Train
K00584.02,Train
K00584.03,Train
K05625.01,Unlabeled
K02874.01,Unlabeled
K01408.01,Unlabeled
K03044.01,Train
K02625.01,Train
K06195.01,Train
K02054.01,Test
K05628.01,Unlabeled
K00526.01,Train
K01400.01,Train
K07929.01,Test
K02566.01,Train
K03877.01,Train
K00930.01,Train
K08280.01,Unlabeled
K07138.01,Train
K03898.01,Train
K00703.01,Train
K07139.01,Train
K00213.01,Train
K05632.01,Unlabeled
K00931.01,Train
K00932.01,Train
K00933.01,Test
K07141.01,Train
K02522.01,Unlabeled
K03868.01,Test
K07142.01,Train
K05636.01,Test
K07143.01,Test
K04222.01,Train
K01393.01,Unlabeled
K07144.01,Unlabeled
K02528.01,Unlabeled
K02162.01,Train
K02162.02,Unlabeled
K07145.01,Train
K07146.01,Train
K02443.01,Train
K02443.02,Train
K08281.01,Train
K02416.01,Unlabeled
K07930.01,Unlabeled
K00090.01,Test
K07147.01,Train
K06064.01,Train
K06064.02,Train
K00422.01,Train
K06065.01,Train
K06065.02,Train
K01403.01,Test
K04513.01,Train
K08179.01,Train
K04059.01,Train
K06066.01,Train
K02281.01,Train
K03355.01,Unlabeled
K07148.01,Unlabeled
K04492.01,Train
K02107.01,Test
K03477.01,Train
K07931.01,Unlabeled
K02491.01,Test
K03429.01,Unlabeled
K03429.02,Train
K03429.04,Unlabeled
K07149.01,Train
K08282.01,Train
K04338.01,Train
K07150.01,Train
K02830.01,Train
K01969.01,Unlabeled
K07601.01,Train
K01405.01,Test
K07151.01,Train
K00704.01,Unlabeled
K03431.01,Train
K08180.01,Unlabeled
K05647.01,Train
K02397.01,Test
K01398.01,Unlabeled
K01406.01,Train
K04126.01,Train
K01632.01,Train
K07152.01,Train
K04710.01,Unlabeled
K01385.01,Train
K07932.01,Unlabeled
K02223.01,Train
K02060.01,Unlabeled
K00585.01,Test
K03975.01,Test
K06196.01,Train
K04113.01,Train
K03959.01,Train
K05651.01,Unlabeled
K02657.01,Unlabeled
K07153.01,Train
K03410.01,Train
K03410.02,Unlabeled
K04241.01,Test
K04318.01,Unlabeled
K07154.01,Test
K03114.01,Unlabeled
K01390.01,Train
K02222.01,Unlabeled
K03230.01,Test
K03230.02,Test
K07155.01,Train
K07155.02,Train
K03776.01,Train
K06198.01,Test
K07156.01,Train
K00705.01,Train
K03047.01,Train
K07157.01,Unlabeled
K04272.01,Train
K02067.01,Train
K05654.01,Train
K00204.01,Train
K03304.01,Train
K02096.01,Unlabeled
K04910.01,Test
K03400.01,Train
K07159.01,Train
K07160.01,Train
K00934.01,Train
K00934.02,Train
K00934.03,Train
K07161.01,Train
K02298.01,Unlabeled
K02298.02,Test
K02298.03,Unlabeled
K02242.01,Train
K07162.01,Unlabeled
K08181.01,Train
K06201.01,Train
K07163.01,Train
K04615.01,Test
K03264.01,Unlabeled
K01388.01,Train
K01971.01,Train
K07933.01,Train
K00935.01,Train
K00935.02,Train
K00935.03,Train
K00935.04,Unlabeled
K02020.01,Test
K03348.01,Train
K03348.02,Unlabeled
K02078.01,Train
K02078.02,Train
K02129.01,Train
K07164.01,Train
K01900.01,Train
K03867.01,Train
K07165.01,Train
K07166.01,Train
K02374.01,Train
K02374.02,Train
K02137.01,Train
K04215.01,Test
K02901.01,Test
K03597.01,Train
K01785.01,Test
K02905.01,Train
K00936.01,Train
K00936.02,Train
K08283.01,Train
K07934.01,Unlabeled
K00249.01,Train
K05662.01,Train
K01409.01,Train
K01410.01,Train
K05663.01,Unlabeled
K07935.01,Train
K07167.01,Train
K03684.01,Train
K06203.01,Test
K05664.01,Train
K07168.01,Train
K02383.01,Train
K02472.01,Train
K07169.01,Unlabeled
K01633.01,Train
K04168.01,Test
K05667.01,Train
K03788.01,Train
K02125.01,Unlabeled
K04186.01,Train
K00937.01,Train
K08182.01,Train
K00196.01,Test
K01922.01,Train
K01922.03,Test
K06067.01,Train
K02101.01,Train
K07170.01,Train
K03970.01,Train
K07171.01,Train
K04640.01,Train
K01977.01,Test
K01977.02,Train
K04700.01,Unlabeled
K04700.02,Unlabeled
K00974.01,Unlabeled
K02121.01,Test
K00938.01,Train
K00938.02,Train
K00938.03,Test
K05672.01,Test
K06068.01,Train
K07172.01,Train
K04808.01,Unlabeled
K01411.01,Unlabeled
K00706.01,Train
K01397.01,Unlabeled
K07937.01,Train
K01382.01,Test
K03296.01,Test
K00110.01,Train
K07173.01,Train
K01381.01,Test
K00271.01,Train
K00271.02,Train
K00271.03,Train
K03391.01,Unlabeled
K01813.01,Train
K01396.01,Train
K01396.02,Train
K04076.01,Test
K04207.01,Unlabeled
K05677.01,Unlabeled
K04637.01,Unlabeled
K04694.01,Unlabeled
K07174.01,Unlabeled
K02246.01,Train
K00707.01,Train
K00707.02,Train
K00707.03,Test
K00707.04,Train
K00707.05,Train
K04818.01,Unlabeled
K07175.01,Train
K02786.01,Train
K00939.01,Train
K00939.02,Train
K00939.03,Train
K00939.04,Train
K02717.01,Train
K07176.01,Test
K03409.01,Test
K03466.01,Train
K02980.01,Train
K01954.01,Train
K08183.01,Unlabeled
K07938.01,Unlabeled
K01835.01,Train
K01835.02,Train
K01835.03,Train
K06204.01,Train
K00119.01,Train
K00119.02,Test
K02082.01,Unlabeled
K02735.01,Unlabeled
K02079.01,Train
K07177.01,Train
K04760.01,Train
K04697.01,Test
K05683.01,Train
K02574.01,Train
K03495.01,Unlabeled
K03495.02,Unlabeled
K07178.01,Train
K02694.01,Train
K02694.02,Unlabeled
K00423.01,Train
K00940.01,Train
K04906.01,Unlabeled
K06205.01,Train
K00941.01,Train
K00941.02,Train
K00941.03,Test
K01470.01,Unlabeled
K03901.01,Train
K05686.01,Train
K02029.01,Train
K02029.02,Train
K02029.03,Unlabeled
K02029.04,Unlabeled
K03385.01,Test
K03238.01,Test
K04173.01,Test
K04226.01,Unlabeled
K07181.01,Train
K04867.01,Train
K04346.01,Unlabeled
K00942.01,Train
K01466.01,Unlabeled
K07182.01,Unlabeled
K00943.01,Train
K04242.01,Unlabeled
K02076.01,Unlabeled
K02076.02,Train
K01978.01,Train
K01978.02,Test
K07939.01,Train
K04433.01,Train
K03207.01,Train
K02893.01,Train
K01514.01,Train
K07183.01,Train
K01866.01,Train
K07940.01,Unlabeled
K00049.01,Train
K00165.01,Train
K01742.01,Test
K03489.01,Train
K07942.01,Train
K07184.01,Test
K03600.01,Train
K01806.01,Train
K01806.02,Train
K01806.03,Train
K07185.01,Train
K00708.01,Train
K00708.02,Train
K07943.01,Train
K02115.01,Train
K03241.01,Train
K06069.01,Train
K03710.01,Test
K02941.01,Train
K05688.01,Unlabeled
K03842.01,Train
K02364.01,Train
K08284.01,Train
K03783.01,Unlabeled
K01509.01,Train
K04225.01,Train
K04228.01,Train
K07186.01,Train
K03472.01,Unlabeled
K01948.01,Train
K08285.01,Train
K07187.01,Train
K07188.01,Train
K04182.01,Train
K07944.01,Train
K07189.01,Test
K03132.01,Train
K02089.01,Train
K07190.01,Train
K06070.01,Train
K06206.01,Train
K01886.01,Train
K04030.01,Test
K00080.01,Train
K03232.01,Unlabeled
K07191.01,Train
K00586.01,Train
K03313.01,Unlabeled
